distance,cargo_type,driver_exp,hour_of_day,is_weather_bad,risk_score
1432.36,0,213,12,0,41
146.22,0,196,8,0,9
841.16,2,162,8,0,51
241.55,0,193,22,0,26
1229.46,0,226,20,0,24
1877.58,1,72,18,0,72
1326.94,0,114,2,0,61
162.84,0,50,11,0,29
715.79,0,112,10,1,37
1105.82,0,145,19,1,46
812.38,0,170,10,0,20
1668.95,1,11,16,0,81
1631.2,0,2,20,0,62
1227.54,1,209,13,0,39
753.18,2,119,15,1,70
518.12,1,229,23,0,49
220.69,0,134,9,1,30
716.25,1,224,3,0,48
832.21,0,133,9,0,34
1354.89,0,81,19,1,58
1319.74,1,44,11,0,69
149.52,0,126,8,0,14
796.57,2,85,14,0,62
371.74,0,114,8,0,22
322.06,1,166,6,0,45
1656.33,0,178,23,1,65
93.41,2,8,11,0,62
844.17,0,226,19,1,45
344.73,0,150,23,0,26
1759.87,0,11,13,0,60
1118.51,0,115,21,1,62
470.45,0,87,15,0,24
1009.83,0,61,18,0,40
1465.66,0,103,22,0,64
1916.65,0,72,2,0,77
448.69,0,76,10,0,20
1773.5,1,39,22,1,100
1869.27,1,181,20,1,71
1833.68,1,233,19,0,56
1274.47,1,208,18,0,51
1263.34,0,134,7,1,48
812.39,0,16,19,0,44
1507.27,0,118,7,0,40
1067.28,1,125,2,0,61
1358.1,2,177,9,0,60
862.63,0,23,12,0,51
1465.68,0,1,8,0,62
1650.7,0,226,5,0,53
301.41,0,91,14,0,27
1667.53,0,210,15,0,42
1085.19,0,160,4,0,46
1690.89,2,148,20,0,62
868.29,0,116,12,0,32
764.29,2,201,18,0,39
1830.97,1,52,1,1,100
509.83,1,45,5,1,87
1689.98,1,44,0,0,90
973.2,1,8,14,0,70
1033.05,1,229,14,1,57
623.85,1,5,13,0,57
1150.35,0,50,6,1,71
657.17,2,233,4,0,65
88.15,1,118,19,0,28
551.28,1,34,15,0,52
22.69,2,81,16,0,47
1956.93,0,180,10,0,44
1931.84,0,146,14,0,45
796.36,0,196,19,0,16
1459.46,0,24,15,0,55
698.15,1,138,2,0,57
1345.48,0,201,5,0,46
1612.81,0,16,20,0,57
1894.04,0,35,22,0,81
806.42,0,217,12,0,22
1568.76,1,222,0,0,68
539.2,1,95,20,0,42
1980.76,0,20,13,0,66
61.28,0,17,1,1,69
1211.02,0,187,1,0,48
1322.42,0,145,14,0,29
1379.21,0,0,17,0,57
249.57,2,141,8,0,39
1877.67,0,135,2,0,61
370.55,0,193,3,1,50
1249.28,0,50,14,0,48
453.13,1,78,4,0,59
621.36,1,187,19,1,41
1097.45,1,161,19,0,49
840.21,0,35,4,0,58
328.85,2,61,9,0,56
350.16,0,128,15,0,20
842.11,0,84,11,0,32
1516.99,0,41,13,0,53
1796.95,0,0,21,0,63
177.41,2,223,10,0,43
792.28,2,211,18,1,54
209.49,0,53,5,0,41
43.02,2,174,9,0,34
1326.82,1,99,19,0,62
1208.87,2,38,2,0,92
334.41,0,157,21,0,9
475.29,0,6,14,0,41
57.18,0,149,10,0,14
1671.54,1,120,21,0,68
1949.63,0,177,1,0,57
279.56,0,44,23,1,57
470.64,0,73,5,0,47
1738.13,0,119,16,0,45
1853.66,1,71,17,0,72
845.06,2,218,3,0,67
110.74,1,137,22,0,45
88.39,2,141,8,0,40
1152.16,0,45,9,1,69
791.86,0,122,20,0,27
67.02,0,117,1,0,26
1170.67,0,74,10,1,59
32.49,0,5,10,1,44
1576.87,1,20,10,0,69
619.8,0,189,0,0,32
90.11,1,224,13,0,21
1180.82,0,146,0,0,51
801.39,0,102,20,0,32
1947.86,0,87,22,0,72
1092.96,0,209,8,1,46
557.73,0,98,23,0,42
1421.78,0,61,0,1,83
550.27,0,106,20,1,40
1809.44,0,228,21,0,40
755.7,0,82,21,0,31
1104.24,1,180,3,0,64
110.64,1,151,0,0,41
857.98,0,55,18,0,43
1666.4,1,189,9,0,51
1613.24,1,161,14,0,56
456.39,1,21,19,1,72
459.9,0,67,3,0,40
1636.44,0,184,19,0,38
1861.49,1,9,13,0,81
199.77,0,65,4,0,41
905.62,2,7,14,1,95
681.53,1,224,14,1,47
1742.67,0,122,15,0,43
176.21,0,37,15,0,28
430.14,0,234,3,0,36
1507.41,0,122,8,0,36
112.07,0,61,0,0,34
990.15,0,155,4,0,44
889.79,0,137,8,0,27
675.46,0,44,19,1,58
795.2,2,64,4,0,81
1064.58,0,225,3,0,43
331.12,2,66,15,0,49
1148.27,2,136,1,1,82
1612.81,0,132,15,0,34
1522.72,1,105,17,1,73
316.26,0,137,1,0,30
307.01,1,139,15,0,31
543.67,0,81,0,0,46
728.54,0,57,15,0,45
822.83,0,148,2,0,42
1362.6,0,148,14,1,49
122.79,0,192,10,0,5
79.0,0,130,9,0,14
789.9,0,68,16,0,41
1397.36,0,88,3,0,61
394.94,0,63,16,0,27
1286.59,0,176,3,0,46
527.06,0,71,18,0,32
1773.31,0,16,0,1,91
1792.42,1,72,13,0,66
601.6,0,159,23,1,41
467.69,1,69,10,0,43
828.49,0,112,6,1,61
488.66,2,231,16,0,47
1348.04,0,20,3,0,70
1653.87,0,134,9,0,45
1349.45,0,6,16,0,57
1650.46,0,110,3,1,72
800.01,0,230,18,0,22
321.07,0,26,17,1,53
1478.52,2,7,16,0,83
727.34,0,200,5,0,35
1345.83,0,27,6,1,77
548.58,1,206,5,0,46
171.65,0,193,11,0,11
1985.24,1,198,8,0,57
320.84,0,46,17,1,44
1976.96,1,209,1,0,80
1954.79,0,85,16,0,57
1589.7,1,9,20,0,85
1322.25,1,113,0,0,62
1159.84,0,32,22,1,81
1733.54,0,134,8,1,56
585.98,0,130,5,0,38
940.69,2,13,1,0,96
1242.59,0,171,5,0,39
828.27,0,45,8,0,39
860.7,0,60,2,0,52
667.27,0,163,15,0,19
1132.82,0,12,23,0,59
1702.64,2,15,14,0,92
411.04,0,207,11,0,22
1869.52,1,132,22,0,78
1381.28,0,216,7,1,43
1648.31,0,37,5,0,73
1116.82,0,229,2,0,48
1561.24,0,177,22,0,53
42.24,2,37,3,0,69
1638.58,2,102,9,0,77
89.88,0,55,13,0,24
1780.93,0,62,20,0,55
1984.01,0,119,23,0,67
595.19,2,47,14,1,78
428.53,2,104,6,0,67
1533.07,1,217,6,1,83
513.52,0,58,7,0,36
1732.47,0,76,9,0,51
214.66,0,171,18,0,10
260.65,0,217,18,0,15
1958.51,0,126,1,0,69
1350.94,0,54,14,0,49
1695.31,0,54,0,0,73
655.42,2,128,9,0,50
1356.2,1,135,5,0,74
1192.54,0,126,21,0,34
1210.27,0,131,12,0,36
1368.24,0,84,9,0,42
1154.96,1,213,11,0,40
863.83,1,114,23,0,61
559.09,1,180,5,0,54
1539.48,1,57,5,0,84
460.28,0,36,0,0,43
1387.79,0,48,11,1,69
474.33,0,66,22,0,41
1254.41,0,18,22,0,72
1496.69,1,128,9,1,72
445.24,0,28,13,0,37
129.29,0,86,14,0,25
270.64,0,32,22,0,48
1215.93,2,118,23,0,77
1700.4,0,179,3,0,49
99.54,1,168,0,0,40
1470.96,0,150,7,1,54
689.22,0,132,2,0,34
962.27,0,70,13,0,43
1858.43,1,184,16,0,49
670.62,0,133,1,1,49
936.02,2,176,14,0,50
37.23,0,21,5,0,47
172.38,0,76,4,0,38
524.6,2,203,13,0,41
65.43,0,3,18,0,40
1266.44,0,71,8,1,65
858.53,1,191,7,0,38
1100.81,0,164,2,0,42
357.55,1,158,17,1,45
598.9,0,164,7,0,29
1331.01,0,127,15,0,37
1930.95,0,44,14,0,67
110.33,1,217,20,0,29
1781.86,0,234,14,0,40
1157.99,1,135,15,1,60
1132.2,2,167,0,0,72
1005.55,0,224,9,0,24
148.09,0,236,18,0,11
188.85,0,92,4,0,40
1205.81,0,4,17,0,54
688.51,0,155,2,0,35
1835.36,1,103,3,0,78
819.12,2,80,3,0,73
295.13,2,86,10,0,52
1432.29,2,236,8,0,60
593.77,2,136,0,0,57
1055.69,0,129,15,0,30
1398.69,1,62,8,0,62
1801.53,2,223,10,0,65
1586.46,0,50,5,0,71
1355.96,2,115,16,0,61
1362.47,0,112,11,0,50
1892.39,1,30,21,0,83
598.69,1,6,7,0,65
12.21,2,157,15,0,31
551.19,0,185,4,0,26
443.6,1,2,20,0,56
1327.05,0,50,0,0,66
1271.09,0,55,16,0,47
1190.99,1,72,23,0,71
42.32,0,9,20,0,27
1460.27,1,60,7,0,62
653.83,0,237,9,0,20
1333.46,0,49,17,0,48
1117.59,1,121,14,0,47
692.03,0,174,19,0,18
277.81,0,217,12,0,21
197.89,2,0,9,0,66
1664.72,0,221,8,1,57
1837.61,1,184,12,0,58
1303.08,0,37,2,1,76
215.83,0,189,21,0,16
810.03,0,78,22,0,56
1460.59,0,88,2,0,66
1561.84,0,197,0,0,54
245.26,0,81,1,0,40
10.06,0,192,10,1,25
1427.15,0,189,13,1,52
719.63,0,183,9,0,16
516.42,0,66,6,0,50
35.67,0,16,22,1,61
1085.2,2,126,0,1,96
1703.79,1,111,6,0,75
1915.69,1,135,14,0,61
1135.83,0,59,10,0,45
1033.78,2,39,5,0,83
179.26,1,208,21,0,29
1102.26,1,88,6,0,70
766.16,0,189,6,0,42
1218.2,2,40,0,0,92
783.57,1,139,9,0,41
488.2,2,220,20,1,55
198.98,0,216,14,1,25
636.69,0,114,7,0,33
202.32,0,99,23,0,37
362.02,0,116,18,0,30
1974.8,2,181,2,0,81
893.77,0,88,22,0,59
1068.42,0,92,14,0,34
1748.5,0,138,3,0,55
1991.18,0,59,5,0,76
1169.6,0,67,9,0,48
1626.82,1,77,17,1,83
660.61,0,45,15,0,31
618.43,0,37,17,0,37
811.38,0,188,5,0,34
1348.29,0,16,18,0,50
1367.56,0,65,16,0,48
637.33,1,199,17,0,27
275.09,1,35,12,0,52
1268.47,1,73,6,1,93
265.37,1,6,19,0,60
1161.2,0,227,11,0,26
1389.91,2,15,1,0,92
1404.22,1,13,11,0,76
1509.41,2,79,11,0,77
1746.99,0,24,23,1,96
1004.92,2,104,3,0,79
1463.2,1,3,3,0,90
1242.15,1,156,17,1,59
381.41,0,126,15,0,23
61.12,1,55,13,0,40
576.24,2,5,16,0,69
891.64,1,128,16,0,42
1238.04,0,166,2,0,47
1701.42,2,128,5,0,88
400.53,0,114,22,0,36
259.84,0,231,12,0,12
1927.33,0,190,8,0,43
225.01,2,56,20,0,49
962.2,0,194,8,0,29
1175.27,0,64,7,1,60
1087.34,1,64,16,0,58
181.2,1,102,15,0,37
123.48,0,20,15,0,27
219.91,2,236,18,0,44
1175.32,2,157,23,0,68
1093.25,0,223,15,1,42
475.14,0,32,13,0,41
1279.17,0,175,19,1,49
1641.93,0,21,13,1,83
92.74,0,221,13,0,7
1001.28,2,181,13,0,48
1381.73,1,109,11,0,51
512.1,0,3,5,0,58
622.46,0,214,19,0,19
1231.14,0,182,12,1,43
1796.89,0,171,15,0,41
1621.75,0,216,8,0,34
1170.43,2,139,1,0,78
1463.14,2,208,21,1,72
736.0,0,206,2,0,35
1285.52,2,73,9,1,75
937.7,0,226,19,1,34
387.97,1,118,1,0,49
1406.46,0,179,23,0,48
1117.36,0,92,9,0,42
723.66,2,203,7,0,41
1823.56,0,64,16,0,58
51.66,1,64,21,0,42
638.39,0,9,0,0,62
123.19,0,145,5,0,32
1535.39,0,46,6,0,64
1407.19,0,65,14,0,50
669.39,1,48,17,0,60
1354.57,0,199,8,1,54
797.92,1,21,7,0,68
1514.95,1,85,9,0,63
913.83,1,25,3,0,74
830.44,0,217,19,1,29
1870.11,2,136,7,0,65
509.25,0,148,0,0,32
249.69,0,94,7,0,22
1173.24,0,190,22,0,42
1938.95,0,106,11,1,67
761.9,0,133,22,0,41
133.45,1,13,14,0,50
685.22,0,160,12,0,25
1016.8,0,70,15,0,39
332.23,1,151,22,0,50
1319.62,0,200,17,0,28
1995.52,0,74,0,0,71
908.96,0,119,16,0,32
715.91,1,214,15,0,29
807.4,0,111,22,1,58
239.14,0,50,4,0,48
1767.71,0,129,19,0,42
835.5,1,142,20,0,33
780.68,1,162,9,0,35
1322.78,1,35,5,1,91
889.65,0,117,11,0,33
1299.98,0,219,9,1,48
132.28,0,166,21,0,6
1629.31,0,235,16,1,46
1881.6,0,3,1,0,79
1301.04,0,191,18,0,32
1909.59,0,201,19,0,40
311.35,1,5,5,0,71
960.06,0,184,12,0,28
1207.6,1,157,8,1,63
1167.66,0,109,11,0,31
808.91,0,98,17,0,31
682.79,0,234,7,1,41
262.38,0,201,17,0,11
789.57,0,121,22,0,40
333.7,0,116,21,0,19
1471.39,2,95,1,0,82
425.57,1,233,7,1,47
126.54,0,233,9,1,24
1109.21,1,66,8,0,50
1194.51,1,119,23,0,70
1745.11,1,217,17,0,57
1158.19,1,14,7,1,83
697.51,0,16,18,0,44
1607.99,0,218,2,0,51
1085.15,0,17,8,0,47
167.77,0,114,12,0,11
1136.04,0,146,8,0,37
1816.96,0,75,19,1,69
798.66,2,87,11,0,53
599.69,2,196,22,1,71
295.5,2,151,12,0,41
311.38,1,90,7,1,56
871.22,2,47,14,0,64
1195.4,0,157,12,0,26
170.42,0,14,20,0,33
1879.74,0,174,12,0,35
1512.72,1,122,16,1,69
1177.38,0,229,14,0,28
1658.59,1,126,21,0,64
169.57,0,171,18,1,26
958.91,0,97,2,1,66
1263.89,1,154,13,0,53
1659.02,0,83,9,1,60
1569.1,0,191,16,0,34
561.37,0,40,7,0,35
1882.35,0,95,17,0,45
257.45,1,67,11,0,42
1751.52,0,4,16,0,69
1942.17,0,52,22,0,78
362.54,0,121,10,0,25
1446.91,1,135,8,1,65
90.17,0,21,21,0,28
816.79,1,105,23,1,85
1037.4,1,6,23,0,83
1165.48,0,149,22,0,39
1872.52,2,45,14,0,95
1347.78,1,29,8,0,68
967.74,0,125,11,1,34
1621.25,0,100,10,0,52
1901.56,2,143,16,0,60
53.91,1,78,5,1,69
1965.22,0,132,7,0,50
181.4,0,66,9,0,29
1630.63,1,22,14,0,81
567.87,1,188,3,1,69
273.04,1,73,17,1,65
885.31,0,4,10,0,49
1291.47,1,150,8,0,45
768.09,0,206,8,1,37
118.59,0,81,7,0,29
1202.93,1,24,2,1,94
1805.78,2,7,20,0,93
772.6,0,222,17,1,35
440.5,0,148,13,0,14
890.73,1,1,2,0,85
106.24,0,21,16,0,35
1642.77,1,71,3,0,73
1654.42,1,86,20,1,76
1180.12,0,223,17,0,20
712.67,2,71,14,1,74
1601.57,1,67,18,0,65
1113.83,2,63,21,0,67
1653.61,1,93,5,0,83
1266.6,2,18,14,0,80
1570.97,0,127,6,0,66
1201.14,0,86,11,0,43
834.14,2,81,15,0,63
1916.31,0,180,8,0,44
1086.82,0,220,19,1,42
1214.13,1,86,4,0,69
448.77,1,96,10,0,40
1255.05,0,51,1,0,62
1147.5,2,174,21,1,69
377.83,1,81,15,0,45
128.58,0,181,3,0,28
1212.68,1,171,4,0,59
1529.75,0,96,6,0,57
1051.57,0,134,5,0,46
461.28,0,114,23,1,50
1336.38,0,91,21,0,41
169.41,0,0,9,0,35
889.25,1,62,13,0,64
335.1,1,230,7,1,40
377.07,0,225,13,0,13
412.56,1,166,13,0,29
779.55,0,18,19,0,43
111.79,0,30,22,0,50
801.61,2,76,2,0,75
1028.3,0,120,0,0,42
971.76,0,23,8,0,53
771.74,1,68,8,0,53
1679.9,0,214,21,0,41
299.2,2,210,1,0,57
1016.34,0,192,15,1,37
133.46,0,160,7,0,12
151.6,0,58,5,0,46
1151.99,0,113,22,0,48
1136.38,0,160,12,0,31
1757.29,0,159,0,1,72
1120.17,2,186,18,1,63
1919.98,2,219,14,0,64
106.9,0,100,0,0,26
205.04,0,168,9,0,14
97.69,0,11,0,1,72
378.7,2,200,11,0,38
1087.13,2,118,10,0,58
1294.69,0,138,16,0,38
100.71,1,96,3,1,66
1892.48,0,146,22,0,54
1685.91,0,181,6,0,60
600.26,0,56,11,0,36
163.6,0,41,12,0,30
348.08,0,97,4,0,39
262.62,0,198,5,1,46
255.33,1,30,1,1,77
1041.94,0,179,20,0,34
499.24,0,1,6,1,78
722.7,0,210,13,0,22
1979.12,0,165,21,0,44
1371.79,0,31,13,1,65
1898.47,0,137,9,0,42
293.69,0,104,3,0,33
770.46,0,135,2,1,55
1113.92,0,217,22,0,44
162.75,0,221,13,0,6
18.33,1,74,5,1,70
1344.16,1,104,22,0,67
1287.22,0,147,14,0,34
827.47,0,147,7,0,28
984.39,0,126,4,0,51
836.73,0,8,2,0,67
57.77,0,199,2,0,32
677.39,0,14,12,0,47
362.39,0,225,1,0,32
205.86,2,215,23,0,51
1913.87,0,96,0,0,67
1202.73,0,104,11,1,60
1460.03,0,232,7,0,34
637.57,2,236,18,1,61
792.36,1,62,8,0,59
481.48,0,231,13,0,17
202.96,1,218,17,0,25
366.27,0,20,9,0,42
1597.05,1,4,8,0,73
1358.32,1,124,5,0,69
1098.39,0,162,0,1,60
955.43,1,84,4,0,68
1845.64,0,195,9,1,47
154.74,0,112,12,0,22
568.4,0,175,21,0,19
706.38,1,79,22,0,66
1567.03,0,222,3,0,54
1985.1,0,217,0,1,76
488.93,1,189,20,0,31
1749.87,0,115,1,0,59
1662.94,0,162,23,0,53
457.07,0,197,3,0,33
804.67,0,96,16,1,46
825.25,0,20,9,0,49
1956.66,0,79,22,0,69
369.97,2,238,11,0,37
1600.32,1,38,1,1,100
675.04,0,161,2,0,44
1464.43,0,233,13,0,30
845.82,0,120,14,0,29
1160.94,1,123,12,1,69
1666.9,0,142,8,0,42
1610.29,0,5,1,0,79
1734.18,2,193,18,0,65
128.64,0,215,15,0,1
1387.18,0,55,10,0,51
288.57,2,48,11,0,58
837.48,1,91,0,0,68
1101.69,0,128,1,0,44
811.45,1,64,15,0,60
1044.03,0,27,1,0,62
1993.09,1,99,18,1,81
279.08,0,147,9,1,27
1354.16,1,175,18,0,52
798.04,2,71,9,0,57
274.69,2,64,15,1,71
325.89,2,217,12,0,37
1899.05,0,50,15,0,59
1760.41,0,170,17,1,49
1815.01,0,48,23,0,76
1983.15,1,152,7,0,59
424.55,2,73,23,0,72
717.32,0,203,17,0,21
1341.75,2,168,12,0,60
972.77,1,198,6,1,71
842.6,2,191,20,0,52
722.04,2,188,22,0,64
1191.62,0,11,23,1,84
1155.43,0,238,17,0,26
331.3,0,103,5,0,36
948.76,0,80,8,0,35
1111.41,1,196,5,1,80
1144.87,1,126,17,0,52
428.11,2,13,16,0,65
1487.12,1,33,11,0,68
60.15,0,47,2,0,40
716.12,0,60,4,0,53
1562.62,0,208,6,0,59
1132.15,0,34,9,0,49
529.71,0,118,9,0,29
1392.96,0,64,18,0,49
1139.11,0,58,3,0,62
1594.52,0,35,9,0,55
1472.7,1,206,17,1,64
1224.11,0,146,2,1,58
981.47,0,41,20,1,61
275.03,0,68,2,0,42
530.05,2,146,4,0,61
844.01,0,106,15,0,28
1202.61,0,38,19,0,51
1032.28,1,68,12,0,57
583.49,0,179,10,0,20
22.86,2,11,12,0,60
997.52,0,82,18,0,37
578.4,0,174,5,0,50
1471.87,0,203,23,0,52
57.65,1,35,12,0,45
1173.81,0,125,3,0,52
1883.53,0,62,21,1,70
357.07,0,75,4,0,41
948.58,0,81,18,0,41
191.93,0,50,4,1,63
1255.11,1,239,20,0,51
1105.56,1,42,13,0,56
820.66,0,33,3,0,58
1047.54,0,239,11,0,29
1794.18,1,96,5,0,83
400.63,0,48,18,0,36
54.9,0,145,9,0,8
1724.71,0,124,0,1,76
1158.46,1,188,22,0,61
1782.41,2,56,22,0,98
1197.92,1,92,15,0,51
1622.22,0,108,3,0,56
865.05,0,4,8,1,71
1502.22,2,216,17,0,65
1826.95,0,23,16,1,77
1148.52,2,220,14,0,54
369.76,2,191,18,1,65
544.91,0,58,6,0,50
405.3,2,37,17,0,60
501.25,0,160,5,0,30
619.77,1,9,18,0,58
1114.72,0,164,20,0,22
1180.1,0,224,11,1,47
858.73,1,214,2,0,60
1234.69,1,125,0,0,70
172.33,0,10,4,0,48
184.7,0,23,0,0,40
351.94,0,87,7,1,43
1040.97,0,198,6,0,48
435.85,0,113,14,0,17
573.74,0,20,10,0,40
806.62,0,147,17,0,26
1625.61,0,9,13,0,58
37.59,0,216,8,0,3
1302.26,0,174,4,0,44
1341.06,0,227,22,0,46
1599.33,2,239,3,0,70
1866.18,0,174,11,0,46
50.07,2,142,0,0,58
316.03,1,171,23,0,45
1773.48,1,231,12,0,58
922.45,1,231,0,0,50
1133.54,1,189,2,0,59
1329.42,0,133,21,0,33
1361.34,0,228,7,1,50
1864.16,1,65,23,0,75
1993.93,0,203,17,0,43
1443.11,1,121,15,0,57
581.57,0,131,19,0,24
1760.71,1,22,19,1,95
107.95,0,12,15,1,47
469.85,0,208,1,0,21
1795.8,0,158,16,0,45
519.82,1,15,9,0,59
449.1,2,40,6,0,82
284.87,0,217,9,0,15
1719.63,1,219,18,1,71
1005.12,0,0,19,0,61
1353.04,0,110,8,1,47
485.74,0,11,21,1,58
1518.5,0,228,16,1,56
1522.41,0,118,8,0,42
632.07,0,183,8,0,21
827.26,1,177,4,0,48
427.28,1,19,23,0,75
1953.36,0,193,6,0,63
1294.75,0,35,10,0,56
1869.74,0,78,7,0,54
613.74,0,165,13,0,19
1565.96,0,149,1,0,52
1534.06,0,107,9,0,50
1386.39,2,188,20,0,58
1931.62,1,177,23,0,79
793.18,0,95,15,0,32
270.13,0,58,15,1,41
1346.7,0,19,18,0,47
1461.33,1,163,10,0,52
1154.37,0,125,5,0,52
421.57,0,96,5,0,36
1013.87,1,142,6,0,64
631.26,0,61,15,1,45
860.66,0,237,12,1,42
1293.98,0,130,2,0,54
1492.98,0,92,23,0,65
472.13,0,238,23,0,25
816.6,0,90,8,0,38
545.63,0,132,23,0,36
405.28,0,122,2,0,35
1568.94,1,183,5,0,70
1819.41,0,158,16,0,45
746.76,0,85,2,0,40
1505.05,1,162,1,0,61
1795.02,1,117,11,0,66
1693.79,1,198,23,0,71
373.8,0,197,5,0,32
1913.02,0,25,9,0,60
759.59,1,117,10,0,45
685.09,1,0,15,0,66
134.24,0,210,15,0,21
977.49,2,6,23,0,89
226.94,0,163,17,0,17
504.59,2,75,21,0,63
640.72,2,211,22,0,55
1619.56,1,86,23,0,86
1752.22,2,152,8,0,66
611.91,1,93,20,0,45
1718.81,0,186,18,1,52
1715.89,0,60,1,0,68
1531.66,0,28,23,0,69
301.92,0,94,0,0,35
1383.74,1,17,15,0,73
1890.6,0,40,21,0,65
1368.26,0,146,17,1,45
669.92,0,131,2,0,37
1006.15,2,192,23,0,68
1294.99,0,40,0,0,61
1026.04,0,122,5,0,48
248.71,0,142,18,1,29
631.01,1,181,21,0,29
1606.77,0,191,18,0,40
1724.22,1,199,10,1,67
283.23,0,142,7,0,20
1905.25,0,206,4,0,57
664.36,2,177,19,1,58
1328.0,0,230,8,0,33
1506.13,0,21,14,0,62
1625.77,0,145,20,0,46
1892.04,0,79,13,0,57
632.71,0,129,3,0,37
1718.43,0,35,23,0,74
272.06,0,19,23,1,66
1413.03,0,143,7,1,50
1486.54,1,66,19,1,78
1358.67,1,119,16,0,50
512.11,0,157,1,1,52
1747.36,0,54,19,0,60
346.03,0,65,15,0,30
116.73,0,226,9,0,17
1437.76,0,25,1,0,73
956.2,0,184,10,0,22
1699.71,0,196,9,1,53
772.96,0,129,18,0,32
344.87,0,55,13,0,30
1674.52,2,211,10,0,61
1102.33,0,189,8,1,47
386.5,1,33,6,0,65
1443.56,1,225,14,0,52
1027.12,0,55,19,0,43
1212.58,0,54,16,0,44
927.19,0,19,2,1,75
1659.13,0,49,14,0,49
1660.83,0,152,13,0,34
1421.68,1,83,7,0,63
219.75,0,152,3,1,48
1679.32,0,52,9,0,53
1345.32,1,141,1,0,59
1397.08,1,187,13,0,54
732.34,0,110,7,0,34
1759.77,1,235,22,1,88
1453.49,0,170,9,1,44
234.06,0,234,17,1,31
821.48,0,189,14,1,41
1773.9,0,230,4,1,74
103.92,2,203,21,0,37
1923.22,0,111,12,1,62
1361.53,0,68,17,0,45
1266.44,0,190,1,0,51
548.41,0,1,12,0,45
505.1,0,181,13,1,28
1884.7,0,15,9,0,72
603.56,1,182,3,1,70
1553.26,0,93,14,0,53
792.31,0,238,7,0,28
287.12,0,170,14,0,11
31.32,0,188,13,0,11
1093.07,0,165,20,0,31
1951.8,1,44,8,0,71
744.58,2,125,19,1,62
720.81,0,178,2,0,40
694.74,0,169,14,0,25
1045.88,1,23,23,0,88
886.92,0,114,16,0,30
1761.03,0,157,15,0,34
1015.99,0,164,3,0,42
1020.44,1,122,10,0,50
285.36,0,180,7,0,13
1965.65,1,190,2,0,74
507.45,1,230,18,1,46
155.99,0,138,13,0,19
1329.66,1,77,8,0,63
1194.78,1,150,2,0,57
836.14,0,116,3,0,43
850.16,0,79,3,0,48
1572.28,0,49,10,0,46
399.47,0,84,18,0,24
1642.3,0,182,15,0,31
1301.01,0,182,22,1,66
843.75,0,3,21,1,68
921.48,2,224,16,1,64
520.73,0,181,9,0,19
1506.71,0,60,23,0,70
1030.62,0,110,16,0,37
648.5,0,77,15,0,41
1196.14,0,82,19,0,43
1991.51,0,132,21,0,53
876.17,0,99,5,0,49
1842.18,1,222,6,1,86
696.58,1,236,13,0,39
118.92,0,145,10,0,15
416.44,1,171,11,0,29
843.2,1,30,13,0,56
447.07,0,118,4,0,38
10.45,2,93,4,0,52
1830.85,1,148,19,0,56
1689.32,0,174,21,0,35
1487.16,0,29,22,0,68
343.95,0,54,14,0,28
249.52,0,104,0,0,40
144.53,1,195,23,0,44
1450.82,0,196,22,0,50
1858.33,1,40,8,1,89
866.77,1,172,2,0,59
247.09,1,73,3,0,60
1029.66,1,218,15,1,57
704.18,0,207,6,1,57
755.9,0,157,21,1,37
1246.45,1,76,13,0,59
1440.25,0,227,15,0,32
230.1,0,84,17,0,23
80.82,2,172,15,0,33
1988.72,1,103,15,1,85
473.13,0,172,1,0,34
117.12,1,78,9,1,49
387.85,1,211,6,0,49
87.53,0,83,14,0,29
789.7,0,172,8,1,36
1606.78,2,182,6,0,75
689.08,0,186,23,1,52
893.92,0,132,15,0,34
1354.42,0,123,2,0,51
1022.7,1,31,16,0,70
1724.28,0,5,22,1,90
1733.41,0,93,7,0,50
29.72,0,25,1,0,39
1558.31,2,36,19,0,77
926.86,0,12,2,0,63
1977.79,0,92,7,0,55
971.63,2,196,1,0,71
1973.92,0,24,18,0,62
1511.59,2,140,16,0,64
504.72,2,215,4,1,68
1081.41,2,222,19,0,57
1984.35,0,19,16,1,86
1716.49,1,71,9,0,72
203.76,1,187,8,1,47
1415.68,2,200,21,0,59
697.7,0,148,5,0,38
23.89,1,114,10,1,46
812.93,0,126,1,0,43
477.16,0,188,22,0,30
1639.55,0,211,11,1,54
681.29,1,206,11,0,38
1656.77,0,25,15,1,78
11.19,0,53,21,0,27
622.56,2,169,23,0,64
489.92,0,138,11,0,17
474.8,1,164,20,0,39
145.69,0,232,17,0,11
382.38,0,124,12,0,12
1115.54,1,10,14,0,66
589.81,2,26,15,0,68
840.62,0,93,3,0,49
759.97,1,82,11,1,56
1753.05,0,33,16,0,61
1811.55,0,37,0,0,76
990.98,0,188,21,1,38
667.01,0,86,17,0,34
222.53,0,180,21,1,28
1907.27,0,64,15,0,49
129.85,0,130,0,0,33
602.32,0,194,9,0,21
603.15,0,155,18,0,26
647.6,0,141,15,1,34
336.93,2,51,13,0,56
1568.49,1,29,1,0,91
253.77,0,185,23,0,25
1273.46,2,181,5,0,76
256.45,1,196,21,0,33
150.37,0,112,22,0,35
1819.76,0,142,4,1,72
388.36,1,165,11,1,44
1644.29,0,205,3,0,50
1093.82,1,141,21,0,46
164.93,1,184,23,0,31
1911.34,1,186,3,0,71
501.45,2,7,4,0,79
1720.69,0,71,6,0,64
345.93,0,146,5,0,32
